Produto;Modalidade de acesso;Tipo;CapEx acesso;Velocidade;Tipo de velocidade;Prontidão do Acesso PtP;Tabela regional;12 meses;24 meses;36 meses;48 meses;60 meses
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.227,13;R$ 788,35;R$ 635,05;R$ 540,92;R$ 476,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.287,09;R$ 812,57;R$ 648,10;R$ 549,82;R$ 483,91
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.219,95;R$ 768,92;R$ 612,70;R$ 519,59;R$ 457,23
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.237,27;R$ 785,40;R$ 628,39;R$ 533,78;R$ 470,03
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;01. SP-Capital;R$ 421,07;R$ 326,89;R$ 288,78;R$ 254,73;R$ 227,51
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;02. MG-Capital;R$ 428,28;R$ 333,75;R$ 295,31;R$ 260,64;R$ 232,84
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;03. RJ-Capital;R$ 471,66;R$ 375,03;R$ 334,61;R$ 296,20;R$ 264,89
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 430,56;R$ 335,92;R$ 297,37;R$ 262,51;R$ 234,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 447,89;R$ 352,41;R$ 313,07;R$ 276,71;R$ 247,33
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;06. PR/ES-Capital;R$ 447,89;R$ 352,41;R$ 313,07;R$ 276,71;R$ 247,33
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 443,24;R$ 347,98;R$ 308,86;R$ 272,90;R$ 243,89
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;08. SP/RJ-Interior;R$ 585,92;R$ 440,00;R$ 383,15;R$ 336,23;R$ 299,73
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;09. SC/ES-Interior;R$ 568,28;R$ 423,22;R$ 367,16;R$ 321,77;R$ 286,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 550,97;R$ 406,74;R$ 351,48;R$ 307,58;R$ 273,91
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 568,28;R$ 423,22;R$ 367,16;R$ 321,77;R$ 286,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 562,62;R$ 417,83;R$ 362,03;R$ 317,13;R$ 282,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;13. RJ-Metro;R$ 582,46;R$ 436,71;R$ 380,01;R$ 333,39;R$ 297,18
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 561,57;R$ 416,83;R$ 361,08;R$ 316,27;R$ 281,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 544,25;R$ 400,35;R$ 345,39;R$ 302,07;R$ 268,94
MPLS;Ponto a ponto;Acesso+porta;Com PMT;6;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 561,57;R$ 416,83;R$ 361,08;R$ 316,27;R$ 281,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.069,37;R$ 681,98;R$ 547,09;R$ 465,22;R$ 409,83
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.158,41;R$ 733,87;R$ 586,50;R$ 497,97;R$ 438,41
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.120,94;R$ 731,05;R$ 593,82;R$ 507,50;R$ 447,93
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 895,67;R$ 592,37;R$ 484,84;R$ 415,61;R$ 367,25
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.130,38;R$ 727,43;R$ 586,54;R$ 499,79;R$ 440,63
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.180,19;R$ 754,60;R$ 606,24;R$ 515,83;R$ 454,51
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.179,95;R$ 754,37;R$ 606,02;R$ 515,63;R$ 454,33
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.237,38;R$ 798,10;R$ 644,33;R$ 549,32;R$ 484,39
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.304,92;R$ 829,54;R$ 664,26;R$ 564,43;R$ 497,08
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.237,87;R$ 785,96;R$ 628,93;R$ 534,27;R$ 470,47
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.304,92;R$ 829,54;R$ 664,26;R$ 564,43;R$ 497,08
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.253,40;R$ 800,74;R$ 643,01;R$ 547,00;R$ 481,94
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.232,77;R$ 793,71;R$ 640,15;R$ 545,54;R$ 480,98
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.295,91;R$ 820,97;R$ 656,10;R$ 557,05;R$ 490,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.228,81;R$ 777,35;R$ 620,73;R$ 526,85;R$ 463,77
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.246,10;R$ 793,79;R$ 636,39;R$ 541,02;R$ 476,55
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;01. SP-Capital;R$ 424,69;R$ 330,34;R$ 292,06;R$ 257,70;R$ 230,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;02. MG-Capital;R$ 432,89;R$ 338,13;R$ 299,48;R$ 264,42;R$ 236,24
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;03. RJ-Capital;R$ 476,27;R$ 379,41;R$ 338,79;R$ 299,98;R$ 268,30
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 437,35;R$ 342,38;R$ 303,52;R$ 268,07;R$ 239,54
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 454,68;R$ 358,87;R$ 319,22;R$ 282,28;R$ 252,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;06. PR/ES-Capital;R$ 454,68;R$ 358,87;R$ 319,22;R$ 282,28;R$ 252,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 454,43;R$ 358,64;R$ 319,00;R$ 282,08;R$ 252,16
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;08. SP/RJ-Interior;R$ 592,71;R$ 446,46;R$ 389,30;R$ 341,79;R$ 304,75
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;09. SC/ES-Interior;R$ 579,40;R$ 433,80;R$ 377,24;R$ 330,88;R$ 294,92
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 562,16;R$ 417,40;R$ 361,62;R$ 316,76;R$ 282,18
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 579,40;R$ 433,80;R$ 377,24;R$ 330,88;R$ 294,92
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 577,69;R$ 432,18;R$ 375,69;R$ 329,49;R$ 293,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;13. RJ-Metro;R$ 588,09;R$ 442,07;R$ 385,11;R$ 338,01;R$ 301,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 570,39;R$ 425,23;R$ 369,08;R$ 323,50;R$ 288,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 553,11;R$ 408,78;R$ 353,42;R$ 309,33;R$ 275,49
MPLS;Ponto a ponto;Acesso+porta;Com PMT;8;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 570,39;R$ 425,23;R$ 369,08;R$ 323,50;R$ 288,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.072,99;R$ 685,43;R$ 550,38;R$ 468,19;R$ 412,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.163,02;R$ 738,26;R$ 590,68;R$ 501,74;R$ 441,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.125,55;R$ 735,44;R$ 598,00;R$ 511,28;R$ 451,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 902,45;R$ 598,83;R$ 490,99;R$ 421,17;R$ 372,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.137,17;R$ 733,89;R$ 592,68;R$ 505,35;R$ 445,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.186,98;R$ 761,06;R$ 612,39;R$ 521,39;R$ 459,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.191,15;R$ 765,02;R$ 616,16;R$ 524,80;R$ 462,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.244,17;R$ 804,56;R$ 650,48;R$ 554,88;R$ 489,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.249,06;R$ 796,61;R$ 639,08;R$ 543,45;R$ 478,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.268,48;R$ 815,09;R$ 656,67;R$ 559,36;R$ 493,08
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.238,40;R$ 799,07;R$ 645,25;R$ 550,15;R$ 485,14
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.304,77;R$ 829,39;R$ 664,12;R$ 564,31;R$ 496,97
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.237,67;R$ 785,78;R$ 628,76;R$ 534,11;R$ 470,32
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.254,95;R$ 802,22;R$ 644,42;R$ 548,28;R$ 483,09
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;01. SP-Capital;R$ 428,32;R$ 333,78;R$ 295,34;R$ 260,67;R$ 232,87
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;02. MG-Capital;R$ 437,50;R$ 342,52;R$ 303,66;R$ 268,19;R$ 239,65
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;03. RJ-Capital;R$ 480,88;R$ 383,80;R$ 342,97;R$ 303,76;R$ 271,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 444,14;R$ 348,84;R$ 309,67;R$ 273,64;R$ 244,55
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;06. PR/ES-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 465,63;R$ 369,29;R$ 329,15;R$ 291,25;R$ 260,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;08. SP/RJ-Interior;R$ 599,49;R$ 452,92;R$ 395,45;R$ 347,36;R$ 309,76
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;09. SC/ES-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 573,36;R$ 428,05;R$ 371,76;R$ 325,93;R$ 290,45
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 592,77;R$ 446,52;R$ 389,36;R$ 341,85;R$ 304,80
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;13. RJ-Metro;R$ 593,72;R$ 447,43;R$ 390,22;R$ 342,63;R$ 305,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 561,97;R$ 417,21;R$ 361,44;R$ 316,59;R$ 282,04
MPLS;Ponto a ponto;Acesso+porta;Com PMT;10;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.072,99;R$ 685,43;R$ 550,38;R$ 468,19;R$ 412,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.163,02;R$ 738,26;R$ 590,68;R$ 501,74;R$ 441,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.125,55;R$ 735,44;R$ 598,00;R$ 511,28;R$ 451,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 902,45;R$ 598,83;R$ 490,99;R$ 421,17;R$ 372,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.137,17;R$ 733,89;R$ 592,68;R$ 505,35;R$ 445,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.186,98;R$ 761,06;R$ 612,39;R$ 521,39;R$ 459,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.191,15;R$ 765,02;R$ 616,16;R$ 524,80;R$ 462,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.244,17;R$ 804,56;R$ 650,48;R$ 554,88;R$ 489,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.249,06;R$ 796,61;R$ 639,08;R$ 543,45;R$ 478,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.268,48;R$ 815,09;R$ 656,67;R$ 559,36;R$ 493,08
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.238,40;R$ 799,07;R$ 645,25;R$ 550,15;R$ 485,14
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.304,77;R$ 829,39;R$ 664,12;R$ 564,31;R$ 496,97
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.237,67;R$ 785,78;R$ 628,76;R$ 534,11;R$ 470,32
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.254,95;R$ 802,22;R$ 644,42;R$ 548,28;R$ 483,09
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;01. SP-Capital;R$ 428,32;R$ 333,78;R$ 295,34;R$ 260,67;R$ 232,87
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;02. MG-Capital;R$ 437,50;R$ 342,52;R$ 303,66;R$ 268,19;R$ 239,65
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;03. RJ-Capital;R$ 480,88;R$ 383,80;R$ 342,97;R$ 303,76;R$ 271,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 444,14;R$ 348,84;R$ 309,67;R$ 273,64;R$ 244,55
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;06. PR/ES-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 465,63;R$ 369,29;R$ 329,15;R$ 291,25;R$ 260,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;08. SP/RJ-Interior;R$ 599,49;R$ 452,92;R$ 395,45;R$ 347,36;R$ 309,76
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;09. SC/ES-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 573,36;R$ 428,05;R$ 371,76;R$ 325,93;R$ 290,45
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 592,77;R$ 446,52;R$ 389,36;R$ 341,85;R$ 304,80
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;13. RJ-Metro;R$ 593,72;R$ 447,43;R$ 390,22;R$ 342,63;R$ 305,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 561,97;R$ 417,21;R$ 361,44;R$ 316,59;R$ 282,04
MPLS;Ponto a ponto;Acesso+porta;Com PMT;12;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.072,99;R$ 685,43;R$ 550,38;R$ 468,19;R$ 412,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.163,02;R$ 738,26;R$ 590,68;R$ 501,74;R$ 441,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.125,55;R$ 735,44;R$ 598,00;R$ 511,28;R$ 451,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 902,45;R$ 598,83;R$ 490,99;R$ 421,17;R$ 372,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.137,17;R$ 733,89;R$ 592,68;R$ 505,35;R$ 445,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.186,98;R$ 761,06;R$ 612,39;R$ 521,39;R$ 459,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.191,15;R$ 765,02;R$ 616,16;R$ 524,80;R$ 462,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.244,17;R$ 804,56;R$ 650,48;R$ 554,88;R$ 489,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.249,06;R$ 796,61;R$ 639,08;R$ 543,45;R$ 478,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.316,11;R$ 840,19;R$ 674,40;R$ 573,61;R$ 505,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.273,69;R$ 820,05;R$ 661,39;R$ 563,63;R$ 496,93
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.238,40;R$ 799,07;R$ 645,25;R$ 550,15;R$ 485,14
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.304,77;R$ 829,39;R$ 664,12;R$ 564,31;R$ 496,97
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.237,67;R$ 785,78;R$ 628,76;R$ 534,11;R$ 470,32
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.254,95;R$ 802,22;R$ 644,42;R$ 548,28;R$ 483,09
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;01. SP-Capital;R$ 428,32;R$ 333,78;R$ 295,34;R$ 260,67;R$ 232,87
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;02. MG-Capital;R$ 437,50;R$ 342,52;R$ 303,66;R$ 268,19;R$ 239,65
